"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 04, 2014","10,911.11","10,744.09","10,922.34","10,744.09","-","1.55%"
"Apr 03, 2014","10,744.09","10,816.66","10,836.78","10,723.65","-","-0.67%"
"Apr 02, 2014","10,816.66","10,722.54","10,858.61","10,722.54","-","0.88%"
"Apr 01, 2014","10,722.54","10,647.86","10,741.38","10,513.91","-","0.70%"
"Mar 31, 2014","10,647.86","10,626.89","10,707.39","10,626.89","-","0.20%"
"Mar 28, 2014","10,626.89","10,585.74","10,664.66","10,571.31","-","0.39%"
"Mar 27, 2014","10,585.74","10,650.04","10,657.95","10,546.16","-","-0.60%"
"Mar 26, 2014","10,650.04","10,548.66","10,711.21","10,525.13","-","0.96%"
"Mar 25, 2014","10,548.66","10,383.12","10,579.65","10,354.71","-","1.59%"
"Mar 24, 2014","10,383.12","10,505.52","10,507.96","10,363.45","-","-1.17%"
"Mar 21, 2014","10,505.52","10,482.88","10,561.33","10,481.82","-","0.22%"
"Mar 20, 2014","10,482.88","10,561.06","10,561.06","10,410.46","-","-0.74%"
"Mar 19, 2014","10,561.06","10,606.02","10,616.99","10,542.41","-","-0.42%"
"Mar 18, 2014","10,606.02","10,608.39","10,626.67","10,551.50","-","-0.02%"
"Mar 17, 2014","10,608.39","10,416.86","10,631.29","10,410.36","-","1.84%"
"Mar 14, 2014","10,416.86","10,381.95","10,441.38","10,300.77","-","0.34%"
"Mar 13, 2014","10,381.95","10,487.09","10,501.63","10,381.95","-","-1.00%"
"Mar 12, 2014","10,487.09","10,679.74","10,679.74","10,486.61","-","-1.80%"
"Mar 11, 2014","10,679.74","10,713.83","10,769.71","10,663.89","-","-0.32%"
"Mar 10, 2014","10,713.83","10,801.91","10,930.17","10,675.05","-","-0.82%"
"Mar 09, 2014","10,801.91","10,801.91","10,801.91","10,801.91","-","0.00%"
"Mar 07, 2014","10,801.91","10,934.80","10,934.80","10,801.59","-","-1.22%"
"Mar 06, 2014","10,934.80","10,968.46","10,991.55","10,792.34","-","-0.31%"
"Mar 05, 2014","10,968.46","11,098.44","11,098.44","10,912.73","-","-1.17%"
"Mar 04, 2014","11,098.44","10,811.82","11,114.19","10,811.82","-","2.65%"
"Mar 03, 2014","10,811.82","11,047.55","11,047.55","10,786.19","-","-2.13%"
"Feb 28, 2014","11,047.55","10,928.51","11,086.51","10,891.58","-","1.09%"
"Feb 27, 2014","10,928.51","10,879.46","10,960.12","10,795.40","-","0.45%"
"Feb 26, 2014","10,879.46","10,690.46","10,931.73","10,690.46","-","1.77%"
"Feb 25, 2014","10,690.46","10,682.98","10,717.99","10,637.66","-","0.07%"
"Feb 24, 2014","10,682.98","10,590.32","10,692.31","10,544.50","-","0.87%"
"Feb 21, 2014","10,590.32","10,644.62","10,720.98","10,579.77","-","-0.51%"
"Feb 20, 2014","10,644.62","10,548.10","10,644.62","10,468.16","-","0.92%"
"Feb 19, 2014","10,548.10","10,445.31","10,552.02","10,436.02","-","0.98%"
"Feb 18, 2014","10,445.31","10,433.52","10,468.15","10,396.87","-","0.11%"
"Feb 17, 2014","10,433.52","10,358.07","10,512.05","10,316.46","-","0.73%"
"Feb 14, 2014","10,358.07","10,211.22","10,358.07","10,198.86","-","1.44%"
"Feb 13, 2014","10,211.22","10,232.77","10,269.42","10,125.97","-","-0.21%"
"Feb 12, 2014","10,232.77","10,179.96","10,263.16","10,177.71","-","0.52%"
"Feb 11, 2014","10,179.96","10,070.55","10,179.96","10,070.55","-","1.09%"
"Feb 10, 2014","10,070.55","10,037.11","10,124.17","10,037.11","-","0.33%"
"Feb 07, 2014","10,037.11","9,964.71","10,105.38","9,964.71","-","0.73%"
"Feb 06, 2014","9,964.71","9,872.09","10,006.43","9,855.85","-","0.94%"
"Feb 05, 2014","9,872.09","9,908.04","9,996.98","9,855.15","-","-0.36%"
"Feb 04, 2014","9,908.04","9,894.25","9,938.29","9,742.97","-","0.14%"
"Feb 03, 2014","9,894.25","10,025.97","10,103.62","9,870.51","-","-1.31%"
"Jan 31, 2014","10,025.97","10,114.92","10,149.77","9,877.67","-","-0.88%"
"Jan 30, 2014","10,114.92","10,176.01","10,176.01","10,053.63","-","-0.60%"
"Jan 29, 2014","10,176.01","10,103.00","10,246.37","10,041.91","-","0.72%"
"Jan 28, 2014","10,103.00","10,018.71","10,125.61","10,018.71","-","0.84%"
"Jan 27, 2014","10,018.71","10,112.03","10,129.67","9,973.57","-","-0.92%"
"Jan 24, 2014","10,112.03","10,343.67","10,405.83","10,089.91","-","-2.24%"
"Jan 23, 2014","10,343.67","10,417.03","10,453.39","10,290.84","-","-0.70%"
"Jan 22, 2014","10,417.03","10,411.92","10,464.75","10,370.74","-","0.05%"
"Jan 21, 2014","10,411.92","10,512.50","10,538.30","10,390.28","-","-0.96%"
"Jan 20, 2014","10,512.50","10,395.94","10,554.68","10,395.94","-","1.12%"
"Jan 17, 2014","10,395.94","10,405.10","10,478.34","10,342.61","-","-0.09%"
"Jan 16, 2014","10,405.10","10,460.55","10,478.08","10,386.57","-","-0.53%"
"Jan 15, 2014","10,460.55","10,394.19","10,476.26","10,394.19","-","0.64%"
"Jan 14, 2014","10,394.19","10,371.62","10,399.46","10,247.51","-","0.22%"
"Jan 13, 2014","10,371.62","10,349.15","10,405.38","10,342.59","-","0.22%"
"Jan 10, 2014","10,349.15","10,213.34","10,387.83","10,212.35","-","1.33%"
"Jan 09, 2014","10,213.34","10,225.21","10,300.89","10,187.28","-","-0.12%"
"Jan 08, 2014","10,225.21","10,299.37","10,299.37","10,202.69","-","-0.72%"
"Jan 07, 2014","10,299.37","10,349.26","10,362.98","10,296.15","-","-0.48%"
"Jan 06, 2014","10,349.26","10,348.08","10,396.44","10,310.56","-","0.01%"
"Jan 03, 2014","10,348.08","10,307.30","10,362.56","10,247.18","-","0.40%"
"Jan 02, 2014","10,307.30","10,392.96","10,435.45","10,289.96","-","-0.82%"
"Dec 31, 2013","10,392.96","10,371.44","10,427.38","10,348.50","-","0.21%"
"Dec 30, 2013","10,371.44","10,356.30","10,414.07","10,340.93","-","0.15%"
"Dec 27, 2013","10,356.30","10,215.35","10,361.69","10,215.35","-","1.38%"
"Dec 25, 2013","10,215.35","10,215.35","10,215.35","10,215.35","-","0.00%"
"Dec 24, 2013","10,215.35","10,138.22","10,224.13","10,138.22","-","0.76%"
"Dec 23, 2013","10,138.22","10,011.28","10,138.22","9,989.70","-","1.27%"
"Dec 20, 2013","10,011.28","9,944.93","10,029.02","9,898.05","-","0.67%"
"Dec 19, 2013","9,944.93","9,790.87","9,956.90","9,790.87","-","1.57%"
"Dec 18, 2013","9,790.87","9,761.43","9,815.89","9,761.43","-","0.30%"
"Dec 17, 2013","9,761.43","9,843.67","9,843.67","9,761.43","-","-0.84%"
"Dec 16, 2013","9,843.67","9,738.14","9,845.45","9,664.59","-","1.08%"
"Dec 13, 2013","9,738.14","9,773.15","9,818.04","9,738.14","-","-0.36%"
"Dec 12, 2013","9,773.15","9,907.79","9,907.79","9,733.39","-","-1.36%"
"Dec 11, 2013","9,907.79","9,934.83","9,993.64","9,885.33","-","-0.27%"
"Dec 10, 2013","9,934.83","9,913.17","10,044.04","9,908.51","-","0.22%"
"Dec 09, 2013","9,913.17","9,868.37","9,924.51","9,851.78","-","0.45%"
"Dec 06, 2013","9,868.37","9,757.66","9,880.59","9,730.09","-","1.13%"
"Dec 05, 2013","9,757.66","9,783.21","9,845.70","9,707.81","-","-0.26%"
"Dec 04, 2013","9,783.21","9,800.31","9,891.49","9,752.35","-","-0.17%"
"Dec 03, 2013","9,800.31","10,009.73","10,011.28","9,790.23","-","-2.09%"
"Dec 02, 2013","10,009.73","10,081.41","10,120.02","10,001.47","-","-0.71%"
"Nov 29, 2013","10,081.41","10,108.95","10,140.46","10,081.41","-","-0.27%"
"Nov 28, 2013","10,108.95","10,096.21","10,179.32","10,082.67","-","0.13%"
"Nov 27, 2013","10,096.21","10,092.00","10,134.64","10,046.77","-","0.04%"
"Nov 26, 2013","10,092.00","10,135.28","10,155.48","10,092.00","-","-0.43%"
"Nov 25, 2013","10,135.28","10,067.92","10,174.17","10,067.92","-","0.67%"
"Nov 22, 2013","10,067.92","10,122.40","10,156.71","10,044.37","-","-0.54%"
"Nov 21, 2013","10,122.40","10,183.23","10,183.23","10,089.27","-","-0.60%"
"Nov 20, 2013","10,183.23","10,292.51","10,296.33","10,150.63","-","-1.06%"
"Nov 19, 2013","10,292.51","10,326.60","10,326.60","10,254.65","-","-0.33%"
"Nov 18, 2013","10,326.60","10,291.00","10,332.09","10,182.93","-","0.35%"
"Nov 15, 2013","10,291.00","10,399.06","10,422.92","10,273.96","-","-1.04%"
"Nov 14, 2013","10,399.06","10,354.04","10,490.27","10,348.45","-","0.43%"
"Nov 13, 2013","10,354.04","10,403.37","10,428.25","10,313.76","-","-0.47%"
"Nov 12, 2013","10,403.37","10,440.81","10,470.13","10,394.27","-","-0.36%"
"Nov 11, 2013","10,440.81","10,383.72","10,463.76","10,383.72","-","0.55%"
"Nov 08, 2013","10,383.72","10,448.33","10,448.33","10,348.44","-","-0.62%"
"Nov 07, 2013","10,448.33","10,488.25","10,538.78","10,435.32","-","-0.38%"
"Nov 06, 2013","10,488.25","10,384.11","10,516.81","10,384.11","-","1.00%"
"Nov 05, 2013","10,384.11","10,397.45","10,425.91","10,308.46","-","-0.13%"
"Nov 04, 2013","10,397.45","10,444.82","10,465.78","10,255.15","-","-0.45%"
"Nov 01, 2013","10,444.82","10,485.69","10,516.20","10,422.98","-","-0.39%"
"Oct 31, 2013","10,485.69","10,569.56","10,597.22","10,480.24","-","-0.79%"
"Oct 30, 2013","10,569.56","10,542.91","10,604.19","10,541.69","-","0.25%"
"Oct 29, 2013","10,542.91","10,465.67","10,542.91","10,453.03","-","0.74%"
"Oct 28, 2013","10,465.67","10,515.73","10,515.73","10,420.45","-","-0.48%"
"Oct 25, 2013","10,515.73","10,588.44","10,588.44","10,457.22","-","-0.69%"
"Oct 24, 2013","10,588.44","10,550.94","10,616.26","10,547.44","-","0.36%"
"Oct 23, 2013","10,550.94","10,571.50","10,619.59","10,530.67","-","-0.19%"
"Oct 22, 2013","10,571.50","10,558.79","10,606.90","10,493.91","-","0.12%"
"Oct 21, 2013","10,558.79","10,525.25","10,605.81","10,525.25","-","0.32%"
"Oct 18, 2013","10,525.25","10,328.32","10,525.25","10,328.32","-","1.91%"
"Oct 17, 2013","10,328.32","10,484.68","10,484.68","10,279.85","-","-1.49%"
"Oct 16, 2013","10,484.68","10,446.63","10,498.33","10,402.82","-","0.36%"
"Oct 15, 2013","10,446.63","10,367.69","10,489.82","10,367.69","-","0.76%"
"Oct 14, 2013","10,367.69","10,295.24","10,379.89","10,227.46","-","0.70%"
"Oct 11, 2013","10,295.24","10,262.25","10,312.50","10,217.96","-","0.32%"
"Oct 10, 2013","10,262.25","10,003.46","10,271.72","9,982.22","-","2.59%"
"Oct 09, 2013","10,003.46","10,069.56","10,093.47","9,977.91","-","-0.66%"
"Oct 08, 2013","10,069.56","10,137.46","10,187.15","10,068.90","-","-0.67%"
"Oct 07, 2013","10,137.46","10,213.83","10,213.83","10,102.01","-","-0.75%"
"Oct 04, 2013","10,213.83","10,189.83","10,250.99","10,138.97","-","0.24%"
"Oct 03, 2013","10,189.83","10,282.64","10,305.86","10,186.51","-","-0.90%"
"Oct 02, 2013","10,282.64","10,355.02","10,355.02","10,257.88","-","-0.70%"
"Oct 01, 2013","10,355.02","10,297.64","10,366.39","10,270.85","-","0.56%"
"Sep 30, 2013","10,297.64","10,385.09","10,385.09","10,209.78","-","-0.84%"
"Sep 27, 2013","10,385.09","10,399.15","10,436.91","10,364.76","-","-0.14%"
"Sep 26, 2013","10,399.15","10,381.13","10,443.01","10,334.84","-","0.17%"
"Sep 25, 2013","10,381.13","10,412.94","10,450.32","10,351.99","-","-0.31%"
"Sep 24, 2013","10,412.94","10,407.97","10,441.95","10,394.28","-","0.05%"
"Sep 23, 2013","10,407.97","10,431.73","10,483.51","10,378.56","-","-0.23%"
"Sep 20, 2013","10,431.73","10,443.41","10,508.63","10,418.26","-","-0.11%"
"Sep 19, 2013","10,443.41","10,387.09","10,528.58","10,387.09","-","0.54%"
"Sep 18, 2013","10,387.09","10,428.87","10,452.42","10,339.05","-","-0.40%"
"Sep 17, 2013","10,428.87","10,556.28","10,575.18","10,428.87","-","-1.21%"
"Sep 16, 2013","10,556.28","10,512.04","10,628.35","10,512.04","-","0.42%"
"Sep 13, 2013","10,512.04","10,435.71","10,531.36","10,411.43","-","0.73%"
"Sep 12, 2013","10,435.71","10,563.11","10,576.87","10,374.78","-","-1.21%"
"Sep 11, 2013","10,563.11","10,568.45","10,597.73","10,524.61","-","-0.05%"
"Sep 10, 2013","10,568.45","10,347.88","10,577.95","10,347.88","-","2.13%"
"Sep 09, 2013","10,347.88","10,329.09","10,364.21","10,294.56","-","0.18%"
"Sep 06, 2013","10,329.09","10,262.96","10,329.09","10,181.50","-","0.64%"
"Sep 05, 2013","10,262.96","10,163.76","10,262.96","10,104.78","-","0.98%"
"Sep 04, 2013","10,163.76","10,172.78","10,192.53","10,045.14","-","-0.09%"
"Sep 03, 2013","10,172.78","10,172.36","10,215.15","10,075.23","-","0.00%"
"Sep 02, 2013","10,172.36","9,960.06","10,181.11","9,960.06","-","2.13%"
"Aug 30, 2013","9,960.06","10,094.04","10,109.44","9,944.31","-","-1.33%"
"Aug 29, 2013","10,094.04","9,883.63","10,104.61","9,875.42","-","2.13%"
"Aug 28, 2013","9,883.63","9,960.83","9,960.83","9,796.11","-","-0.78%"
"Aug 27, 2013","9,960.83","10,170.09","10,170.09","9,960.83","-","-2.06%"
"Aug 23, 2013","10,170.09","10,092.36","10,173.11","9,997.75","-","0.77%"
"Aug 22, 2013","10,092.36","9,882.17","10,158.24","9,856.59","-","2.13%"
"Aug 21, 2013","9,882.17","9,883.07","9,925.82","9,829.09","-","-0.01%"
"Aug 20, 2013","9,883.07","9,968.50","9,968.50","9,819.43","-","-0.86%"
"Aug 19, 2013","9,968.50","10,017.03","10,069.71","9,944.15","-","-0.48%"
"Aug 16, 2013","10,017.03","9,918.18","10,017.03","9,852.47","-","1.00%"
"Aug 15, 2013","9,918.18","10,158.07","10,163.37","9,900.50","-","-2.36%"
"Aug 14, 2013","10,158.07","10,060.57","10,162.82","10,050.28","-","0.97%"
"Aug 13, 2013","10,060.57","10,000.74","10,098.18","9,991.84","-","0.60%"
"Aug 12, 2013","10,000.74","10,028.70","10,074.34","9,943.40","-","-0.28%"
"Aug 09, 2013","10,028.70","10,007.34","10,065.65","9,962.98","-","0.21%"
"Aug 08, 2013","10,007.34","9,924.66","10,037.60","9,924.66","-","0.83%"
"Aug 07, 2013","9,924.66","10,004.90","10,026.67","9,883.50","-","-0.80%"
"Aug 06, 2013","10,004.90","9,930.53","10,091.53","9,929.88","-","0.75%"
"Aug 05, 2013","9,930.53","9,887.50","9,940.23","9,847.48","-","0.44%"
"Aug 02, 2013","9,887.50","9,906.21","10,000.02","9,858.22","-","-0.19%"
"Aug 01, 2013","9,906.21","9,676.03","9,906.21","9,676.03","-","2.38%"
"Jul 31, 2013","9,676.03","9,656.80","9,721.89","9,608.99","-","0.20%"
"Jul 30, 2013","9,656.80","9,514.87","9,665.45","9,508.32","-","1.49%"
"Jul 29, 2013","9,514.87","9,506.86","9,590.81","9,483.18","-","0.08%"
"Jul 26, 2013","9,506.86","9,513.24","9,584.76","9,480.47","-","-0.07%"
"Jul 25, 2013","9,513.24","9,599.15","9,632.48","9,464.58","-","-0.89%"
"Jul 24, 2013","9,599.15","9,525.50","9,651.66","9,523.85","-","0.77%"
"Jul 23, 2013","9,525.50","9,664.12","9,683.43","9,525.50","-","-1.43%"
"Jul 22, 2013","9,664.12","9,684.54","9,701.57","9,632.97","-","-0.21%"
"Jul 19, 2013","9,684.54","9,657.47","9,754.66","9,606.52","-","0.28%"
"Jul 18, 2013","9,657.47","9,571.72","9,672.03","9,544.76","-","0.90%"
"Jul 17, 2013","9,571.72","9,524.41","9,621.90","9,464.25","-","0.50%"
"Jul 16, 2013","9,524.41","9,608.32","9,664.63","9,524.41","-","-0.87%"
"Jul 15, 2013","9,608.32","9,609.80","9,716.16","9,578.12","-","-0.02%"
"Jul 12, 2013","9,609.80","9,607.96","9,682.11","9,577.89","-","0.02%"
"Jul 11, 2013","9,607.96","9,542.01","9,718.57","9,542.01","-","0.69%"
"Jul 10, 2013","9,542.01","9,585.26","9,606.84","9,419.30","-","-0.45%"
"Jul 09, 2013","9,585.26","9,448.77","9,629.81","9,448.77","-","1.44%"
"Jul 08, 2013","9,448.77","9,284.44","9,504.19","9,284.44","-","1.77%"
"Jul 05, 2013","9,284.44","9,417.06","9,479.50","9,245.03","-","-1.41%"
"Jul 04, 2013","9,417.06","9,201.38","9,422.26","9,201.38","-","2.34%"
"Jul 03, 2013","9,201.38","9,330.54","9,330.54","9,127.91","-","-1.38%"
"Jul 02, 2013","9,330.54","9,313.41","9,338.59","9,221.61","-","0.18%"
"Jul 01, 2013","9,313.41","9,053.78","9,313.41","9,053.78","-","2.87%"
"Jun 28, 2013","9,053.78","9,174.96","9,216.85","9,050.13","-","-1.32%"
"Jun 27, 2013","9,174.96","8,940.53","9,229.11","8,918.00","-","2.62%"
"Jun 26, 2013","8,940.53","8,908.86","9,001.75","8,888.73","-","0.36%"
"Jun 25, 2013","8,908.86","8,651.86","8,927.37","8,651.86","-","2.97%"
"Jun 24, 2013","8,651.86","8,794.50","8,806.79","8,606.57","-","-1.62%"
"Jun 21, 2013","8,794.50","8,895.86","9,097.59","8,794.50","-","-1.14%"
"Jun 20, 2013","8,895.86","9,231.16","9,231.16","8,864.92","-","-3.63%"
"Jun 19, 2013","9,231.16","9,230.84","9,262.34","9,137.66","-","0.00%"
"Jun 18, 2013","9,230.84","9,204.46","9,282.92","9,182.29","-","0.29%"
"Jun 17, 2013","9,204.46","9,179.34","9,282.80","9,179.34","-","0.27%"
"Jun 14, 2013","9,179.34","9,169.41","9,311.27","9,152.72","-","0.11%"
"Jun 13, 2013","9,169.41","9,220.97","9,220.97","9,011.93","-","-0.56%"
"Jun 12, 2013","9,220.97","9,239.67","9,335.47","9,206.47","-","-0.20%"
"Jun 11, 2013","9,239.67","9,439.06","9,439.06","9,164.64","-","-2.11%"
"Jun 10, 2013","9,439.06","9,323.02","9,484.29","9,290.70","-","1.24%"
"Jun 07, 2013","9,323.02","9,198.30","9,335.16","9,147.00","-","1.36%"
"Jun 06, 2013","9,198.30","9,366.44","9,416.49","9,198.30","-","-1.80%"
"Jun 05, 2013","9,366.44","9,562.95","9,562.95","9,364.43","-","-2.05%"
"Jun 04, 2013","9,562.95","9,557.05","9,642.93","9,521.82","-","0.06%"
"Jun 03, 2013","9,557.05","9,622.97","9,653.37","9,505.85","-","-0.69%"
"May 31, 2013","9,622.97","9,730.68","9,730.68","9,546.94","-","-1.11%"
"May 30, 2013","9,730.68","9,631.11","9,749.00","9,584.54","-","1.03%"
"May 29, 2013","9,631.11","9,830.98","9,830.98","9,618.03","-","-2.03%"
"May 28, 2013","9,830.98","9,540.12","9,838.53","9,540.12","-","3.05%"
"May 24, 2013","9,540.12","9,611.68","9,680.26","9,507.72","-","-0.74%"
"May 23, 2013","9,611.68","9,842.23","9,852.51","9,513.72","-","-2.34%"
"May 22, 2013","9,842.23","9,842.03","9,912.61","9,809.09","-","0.00%"
"May 21, 2013","9,842.03","9,746.91","9,849.13","9,725.82","-","0.98%"
"May 20, 2013","9,746.91","9,708.81","9,769.84","9,668.53","-","0.39%"
"May 17, 2013","9,708.81","9,811.70","9,816.10","9,669.05","-","-1.05%"
"May 16, 2013","9,811.70","9,727.54","9,818.11","9,712.71","-","0.87%"
"May 15, 2013","9,727.54","9,792.29","9,823.73","9,718.83","-","-0.66%"
"May 14, 2013","9,792.29","9,754.52","9,823.19","9,714.11","-","0.39%"
"May 13, 2013","9,754.52","9,678.52","9,776.88","9,674.81","-","0.79%"
"May 10, 2013","9,678.52","9,615.12","9,708.15","9,603.91","-","0.66%"
"May 09, 2013","9,615.12","9,400.94","9,636.44","9,400.94","-","2.28%"
"May 08, 2013","9,400.94","9,237.23","9,411.29","9,235.76","-","1.77%"
"May 07, 2013","9,237.23","9,316.73","9,368.84","9,203.10","-","-0.85%"
"May 03, 2013","9,316.73","9,045.63","9,331.62","9,032.95","-","3.00%"
"May 02, 2013","9,045.63","9,195.57","9,195.57","8,907.64","-","-1.63%"
"May 01, 2013","9,195.57","9,195.96","9,266.43","9,126.35","-","-0.00%"
"Apr 30, 2013","9,195.96","9,202.85","9,308.10","9,139.61","-","-0.07%"
"Apr 29, 2013","9,202.85","9,158.56","9,213.07","9,086.81","-","0.48%"
"Apr 26, 2013","9,158.56","9,113.71","9,185.29","9,043.82","-","0.49%"
"Apr 25, 2013","9,113.71","9,016.35","9,143.40","8,996.07","-","1.08%"
"Apr 24, 2013","9,016.35","8,954.78","9,021.43","8,916.81","-","0.69%"
"Apr 23, 2013","8,954.78","8,632.37","8,967.58","8,632.37","-","3.73%"
"Apr 22, 2013","8,632.37","8,825.37","8,894.56","8,593.63","-","-2.19%"
"Apr 19, 2013","8,825.37","8,866.52","8,883.92","8,684.56","-","-0.46%"
"Apr 18, 2013","8,866.52","8,854.59","8,926.67","8,825.09","-","0.13%"
"Apr 17, 2013","8,854.59","9,083.13","9,150.77","8,850.50","-","-2.52%"
"Apr 16, 2013","9,083.13","9,220.39","9,236.61","8,998.43","-","-1.49%"
"Apr 15, 2013","9,220.39","9,463.62","9,484.60","9,173.30","-","-2.57%"
"Apr 12, 2013","9,463.62","9,543.01","9,551.00","9,424.87","-","-0.83%"
"Apr 11, 2013","9,543.01","9,294.15","9,558.00","9,265.05","-","2.68%"
"Apr 10, 2013","9,294.15","9,255.35","9,294.15","9,177.15","-","0.42%"
"Apr 09, 2013","9,255.35","9,304.46","9,348.38","9,165.81","-","-0.53%"
"Apr 08, 2013","9,304.46","9,194.60","9,375.84","9,194.60","-","1.19%"
"Apr 05, 2013","9,194.60","9,435.94","9,474.83","9,148.65","-","-2.56%"
"Apr 04, 2013","9,435.94","9,608.74","9,644.86","9,415.10","-","-1.80%"
"Apr 03, 2013","9,608.74","9,583.25","9,655.77","9,552.13","-","0.27%"
"Apr 02, 2013","9,583.25","9,568.99","9,613.25","9,529.53","-","0.15%"
"Mar 28, 2013","9,568.99","9,540.33","9,596.45","9,516.33","-","0.30%"
"Mar 27, 2013","9,540.33","9,494.17","9,564.16","9,446.08","-","0.49%"
"Mar 26, 2013","9,494.17","9,412.38","9,516.09","9,412.38","-","0.87%"
"Mar 25, 2013","9,412.38","9,400.61","9,541.89","9,400.61","-","0.13%"
"Mar 22, 2013","9,400.61","9,526.27","9,531.78","9,393.41","-","-1.32%"
"Mar 21, 2013","9,526.27","9,663.42","9,664.77","9,507.14","-","-1.42%"
"Mar 20, 2013","9,663.42","9,732.50","9,804.46","9,648.68","-","-0.71%"
"Mar 19, 2013","9,732.50","9,939.88","9,939.88","9,701.23","-","-2.09%"
"Mar 18, 2013","9,939.88","9,952.82","9,973.09","9,810.21","-","-0.13%"
"Mar 15, 2013","9,952.82","9,961.40","10,093.43","9,952.82","-","-0.09%"
"Mar 14, 2013","9,961.40","9,965.27","10,023.71","9,890.61","-","-0.04%"
"Mar 13, 2013","9,965.27","9,987.51","9,999.50","9,915.15","-","-0.22%"
"Mar 12, 2013","9,987.51","9,934.59","10,012.06","9,924.81","-","0.53%"
"Mar 11, 2013","9,934.59","9,784.56","9,951.99","9,782.44","-","1.53%"
"Mar 08, 2013","9,784.56","9,784.00","9,840.74","9,729.26","-","0.01%"
"Mar 07, 2013","9,784.00","9,634.43","9,834.37","9,583.00","-","1.55%"
"Mar 06, 2013","9,634.43","9,500.16","9,716.81","9,500.16","-","1.41%"
"Mar 05, 2013","9,500.16","9,412.22","9,508.31","9,371.70","-","0.93%"
"Mar 04, 2013","9,412.22","9,459.80","9,459.80","9,363.35","-","-0.50%"
"Mar 01, 2013","9,459.80","9,405.05","9,509.15","9,357.36","-","0.58%"
"Feb 28, 2013","9,405.05","9,364.34","9,438.39","9,328.87","-","0.43%"
"Feb 27, 2013","9,364.34","9,044.60","9,395.01","9,044.60","-","3.54%"
"Feb 26, 2013","9,044.60","9,118.87","9,118.87","8,968.49","-","-0.81%"
"Feb 25, 2013","9,118.87","9,132.02","9,212.53","9,087.75","-","-0.14%"
"Feb 22, 2013","9,132.02","9,002.16","9,190.40","9,002.16","-","1.44%"
"Feb 21, 2013","9,002.16","9,117.57","9,120.83","8,956.44","-","-1.27%"
"Feb 20, 2013","9,117.57","8,994.08","9,156.58","8,994.08","-","1.37%"
"Feb 19, 2013","8,994.08","8,928.28","9,001.13","8,900.06","-","0.74%"
"Feb 18, 2013","8,928.28","8,963.46","8,967.23","8,910.73","-","-0.39%"
"Feb 15, 2013","8,963.46","8,935.29","8,991.26","8,926.86","-","0.32%"
"Feb 14, 2013","8,935.29","8,962.75","8,983.39","8,877.12","-","-0.31%"
"Feb 13, 2013","8,962.75","8,868.36","8,993.56","8,834.91","-","1.06%"
"Feb 12, 2013","8,868.36","8,788.61","8,868.36","8,759.31","-","0.91%"
"Feb 11, 2013","8,788.61","8,839.70","8,845.62","8,757.91","-","-0.58%"
"Feb 08, 2013","8,839.70","8,749.08","8,865.17","8,749.08","-","1.04%"
"Feb 07, 2013","8,749.08","8,804.91","8,814.59","8,730.95","-","-0.63%"
"Feb 06, 2013","8,804.91","8,693.42","8,839.23","8,691.78","-","1.28%"
"Feb 05, 2013","8,693.42","8,595.90","8,697.12","8,595.90","-","1.13%"
"Feb 04, 2013","8,595.90","8,634.54","8,660.92","8,590.79","-","-0.45%"
"Feb 01, 2013","8,634.54","8,485.45","8,652.93","8,485.01","-","1.76%"
"Jan 31, 2013","8,485.45","8,583.13","8,586.29","8,485.45","-","-1.14%"
"Jan 30, 2013","8,583.13","8,627.65","8,640.65","8,551.08","-","-0.52%"
"Jan 29, 2013","8,627.65","8,681.67","8,703.08","8,589.16","-","-0.62%"
"Jan 28, 2013","8,681.67","8,732.56","8,776.03","8,654.82","-","-0.58%"
"Jan 25, 2013","8,732.56","8,676.88","8,734.85","8,637.41","-","0.64%"
"Jan 24, 2013","8,676.88","8,596.43","8,688.89","8,587.36","-","0.94%"
"Jan 23, 2013","8,596.43","8,588.72","8,624.96","8,542.37","-","0.09%"
"Jan 22, 2013","8,588.72","8,581.11","8,652.26","8,569.86","-","0.09%"
"Jan 21, 2013","8,581.11","8,500.90","8,581.11","8,486.18","-","0.94%"
"Jan 18, 2013","8,500.90","8,429.19","8,523.03","8,428.21","-","0.85%"
"Jan 17, 2013","8,429.19","8,414.22","8,478.16","8,394.32","-","0.18%"
"Jan 16, 2013","8,414.22","8,401.38","8,440.73","8,368.76","-","0.15%"
"Jan 15, 2013","8,401.38","8,395.56","8,423.93","8,367.91","-","0.07%"
"Jan 14, 2013","8,395.56","8,460.24","8,497.03","8,386.39","-","-0.76%"
"Jan 11, 2013","8,460.24","8,381.81","8,460.37","8,381.81","-","0.94%"
"Jan 10, 2013","8,381.81","8,336.09","8,454.35","8,326.30","-","0.55%"
"Jan 09, 2013","8,336.09","8,350.12","8,392.88","8,294.47","-","-0.17%"
"Jan 08, 2013","8,350.12","8,420.40","8,425.25","8,343.35","-","-0.83%"
"Jan 07, 2013","8,420.40","8,499.48","8,505.03","8,392.35","-","-0.93%"
"Jan 04, 2013","8,499.48","8,503.23","8,513.31","8,408.97","-","-0.04%"
"Jan 03, 2013","8,503.23","8,471.09","8,517.43","8,437.27","-","0.38%"
"Jan 02, 2013","8,471.09","8,154.35","8,480.22","8,154.35","-","3.88%"
